art_grp_se,archv_artst_nm,nm,vrit_mark_cn,realm_cl,act_relm_cn,birth_year,rsrch_man_nm,url
DIC,구술채록,박범훈,朴範薰,공연예술,전통연희,1948,손선숙,https://www.daarts.or.kr/handle/11080/24951
DIC,구술채록,박보희,朴普熙,공연예술,무용,1930,최해리,https://www.daarts.or.kr/handle/11080/45182
DIC,구술채록,박송희,朴松熙,공연예술,연극,1927,조영규,https://www.daarts.or.kr/handle/11080/16306
DIC,구술채록,박순녀,朴順女,문학,문학,1928,박선애,https://www.daarts.or.kr/handle/11080/16308
DIC,구술채록,박완서,朴婉緖,문학,문학,1931,장미영,https://www.daarts.or.kr/handle/11080/16318
DIC,구술채록,박용구,朴容九,공연예술,음악,1914,민경찬,https://www.daarts.or.kr/handle/11080/16323
DIC,구술채록,박을복,朴乙福,시각예술,공예,1915,김철효,https://www.daarts.or.kr/handle/11080/16330
DIC,구술채록,박조열,朴祚烈,공연예술,연극,1930,이인순,https://www.daarts.or.kr/handle/11080/60566
DIC,구술채록,박찬호,朴燦鎬,대중예술,대중예술,1943,이준희,https://www.daarts.or.kr/handle/11080/88386
DIC,구술채록,박춘명,朴春鳴,시각예술,건축,1924,안창모,https://www.daarts.or.kr/handle/11080/16340
DIC,구술채록,박현숙,朴賢淑,공연예술,연극,1926,문경연,https://www.daarts.or.kr/handle/11080/16351
DIC,구술채록,반야월,"半夜月, 본명 박창오",대중예술,대중예술,1917,이영미,https://www.daarts.or.kr/handle/11080/16355
DIC,구술채록,배만실,裵滿實,시각예술,공예,1923,최공호,https://www.daarts.or.kr/handle/11080/16362
DIC,구술채록,백문기,白文基,시각예술,조각,1927,김주원,https://www.daarts.or.kr/handle/11080/16368
DIC,구술채록,백병동,白秉東,공연예술,음악,1936,김혜자,https://www.daarts.or.kr/handle/11080/61256
DIC,구술채록,백설희,"白雪姬, 본명 김희숙(金喜淑)",대중예술,대중예술,1927,이준희,https://www.daarts.or.kr/handle/11080/16373
DIC,구술채록,백성희,白星姬,공연예술,연극,1925,박영정,https://www.daarts.or.kr/handle/11080/16378
DIC,구술채록,백영수,白榮洙,시각예술,회화,1922,이인범,https://www.daarts.or.kr/handle/11080/33942
DIC,구술채록,백태원,白泰元,시각예술,공예,1923,최공호,https://www.daarts.or.kr/handle/11080/16383
DIC,구술채록,변시지,邊時志,시각예술,회화,1926,이인범,https://www.daarts.or.kr/handle/11080/16391
DIC,구술채록,변창순,邊昌順,공연예술,연극,1947,김숙현,https://www.daarts.or.kr/handle/11080/73638
DIC,구술채록,성경린,成慶麟,공연예술,음악,1911,이숙희,https://www.daarts.or.kr/handle/11080/16405
DIC,구술채록,성찬경,成贊慶,문학,문학,1930,한진일,https://www.daarts.or.kr/handle/11080/16415
DIC,구술채록,성창순,成昌順,공연예술,연극,1934,조영규,https://www.daarts.or.kr/handle/11080/26417
DIC,구술채록,성파,"性坡, 본명 조봉주曺鳳周",시각예술,회화,1939,윤범모,https://www.daarts.or.kr/handle/11080/73265
DIC,구술채록,손석우,孫夕友,대중예술,대중예술,1920,신현준,https://www.daarts.or.kr/handle/11080/16419
DIC,구술채록,손장섭,孫壯燮,시각예술,회화,1941,윤혜준,https://www.daarts.or.kr/handle/11080/61059
DIC,구술채록,송계일,宋桂一,시각예술,회화,1940,이정은,https://www.daarts.or.kr/handle/11080/16427
DIC,구술채록,송규태,宋圭台,시각예술,회화,1934,정병모,https://www.daarts.or.kr/handle/11080/73270
DIC,구술채록,송민구,宋玟求,시각예술,건축,1920,우동선,https://www.daarts.or.kr/handle/11080/16429
DIC,구술채록,송범,"宋范, 본명 송철교(宋喆敎)",공연예술,무용,1926,박선욱,https://www.daarts.or.kr/handle/11080/16434
DIC,구술채록,송병수,宋炳洙,문학,문학,1932,전승주,https://www.daarts.or.kr/handle/11080/16446
DIC,구술채록,송수남,宋秀南,시각예술,회화,1938,박계리,https://www.daarts.or.kr/handle/11080/16455
DIC,구술채록,송영방,宋榮邦,시각예술,회화,1936,문정희,https://www.daarts.or.kr/handle/11080/16458
DIC,구술채록,송원희,宋媛熙,문학,문학,1927,박선애,https://www.daarts.or.kr/handle/11080/16460
DIC,구술채록,송준영,宋埻英,공연예술,무용,1936,장지원,https://www.daarts.or.kr/handle/11080/24109
DIC,구술채록,송혜수,宋慧秀,시각예술,회화,1913,최석태,https://www.daarts.or.kr/handle/11080/16465
DIC,구술채록,신구,申久,공연예술,연극,1936,김숙현,https://www.daarts.or.kr/handle/11080/60908
DIC,구술채록,신금례,申今禮,시각예술,회화,1926,김경연,https://www.daarts.or.kr/handle/11080/30025
DIC,구술채록,신동한,申東漢,문학,문학,1928,김성수,https://www.daarts.or.kr/handle/11080/16475
DIC,구술채록,신영상,辛永常,시각예술,회화,1935,왕신연,https://www.daarts.or.kr/handle/11080/16480
DIC,구술채록,신옥진,"辛沃陳, 본명 신삼기",시각예술,시각기타,1947,윤범모,https://www.daarts.or.kr/handle/11080/50017
DIC,구술채록,신출,"申出, 본명 신승균(申乘均)",공연예술,연극,1929,조혜정,https://www.daarts.or.kr/handle/11080/16484
DIC,구술채록,심경자,沈敬子,시각예술,회화,1944,이정은,https://www.daarts.or.kr/handle/11080/16492
DIC,구술채록,심우성,沈雨晟,공연예술,연극,1934,허용호,https://www.daarts.or.kr/handle/11080/24071
DIC,구술채록,심죽자,沈竹子,시각예술,회화,1929,윤혜준,https://www.daarts.or.kr/handle/11080/23980
DIC,구술채록,안동숙,安東淑,시각예술,회화,1922,박계리,https://www.daarts.or.kr/handle/11080/16493
DIC,구술채록,안민수,安民洙,공연예술,연극,1940,노승희,https://www.daarts.or.kr/handle/11080/60941
DIC,구술채록,안상수,安尙秀,시각예술,디자인,1952,김종균,https://www.daarts.or.kr/handle/11080/73311
DIC,구술채록,안일승,安一承,공연예술,음악,1925,전정임,https://www.daarts.or.kr/handle/11080/16503
DIC,구술채록,안형일,安亨一,공연예술,음악,1927,전정임,https://www.daarts.or.kr/handle/11080/49466
DIC,구술채록,양소운,梁蘇云,공연예술,전통연희,1924,김영희,https://www.daarts.or.kr/handle/11080/16511
DIC,구술채록,양정현,梁鼎鉉,공연예술,연극,1938,김숙현,https://www.daarts.or.kr/handle/11080/73642
DIC,구술채록,양해엽,梁海曄,공연예술,음악,1929,전정임,https://www.daarts.or.kr/handle/11080/88403
DIC,구술채록,어효선,魚孝善,문학,문학,1925,원종찬,https://www.daarts.or.kr/handle/11080/16520
DIC,구술채록,엄덕문,嚴德紋,시각예술,건축,1919,안창모,https://www.daarts.or.kr/handle/11080/16530
DIC,구술채록,엄옥자,嚴玉子,공연예술,무용,1943,최찬열,https://www.daarts.or.kr/handle/11080/33891
DIC,구술채록,엄정윤,嚴丁潤,시각예술,공예,1927,김철효,https://www.daarts.or.kr/handle/11080/24012
DIC,구술채록,여석기,呂石基,공연예술,연극,1922,김성희,https://www.daarts.or.kr/handle/11080/16544
DIC,구술채록,오광수,吳光洙,시각예술,미술이론,1937,김이순,https://www.daarts.or.kr/handle/11080/88414
DIC,구술채록,오승우,吳承雨,시각예술,회화,1930,채효영,https://www.daarts.or.kr/handle/11080/23999
DIC,구술채록,오정심,"吳貞心, 본명 오정숙吳貞淑",공연예술,음악,1925,최지선,https://www.daarts.or.kr/handle/11080/73415
DIC,구술채록,오태석,吳泰錫,공연예술,연극,1940,이상란,https://www.daarts.or.kr/handle/11080/61181
DIC,구술채록,오태학,吳泰鶴,시각예술,회화,1938,강민기,https://www.daarts.or.kr/handle/11080/16553
DIC,구술채록,오현경,吳鉉京,공연예술,연극,1936,서지영,https://www.daarts.or.kr/handle/11080/21943
DIC,구술채록,원중식,元仲植,시각예술,서예,1941,이동국,https://www.daarts.or.kr/handle/11080/16555
DIC,구술채록,유근준,劉槿俊 (Yoo Keun Joon),시각예술,미술이론,1934,채효영,https://www.daarts.or.kr/handle/11080/24007
DIC,구술채록,유민영,柳敏榮,공연예술,연극,1937,이진아,https://www.daarts.or.kr/handle/11080/88424
DIC,구술채록,유옥재,兪玉在,공연예술,무용,1945,민현주,https://www.daarts.or.kr/handle/11080/33892
DIC,구술채록,유정옥,劉貞玉,공연예술,무용,1944,유미희,https://www.daarts.or.kr/handle/11080/33893
DIC,구술채록,유종호,柳宗鎬,문학,문학,1935,장철환,https://www.daarts.or.kr/handle/11080/107564
DIC,구술채록,유지원,柳智元,시각예술,회화,1935,신수경,https://www.daarts.or.kr/handle/11080/16558
DIC,구술채록,유현목,兪賢穆,대중예술,대중예술,1924,조혜정,https://www.daarts.or.kr/handle/11080/16560
DIC,구술채록,유호,"劉湖(본명 : 유해준, 또 다른 예명 : 호동아(작사))",대중예술,대중예술,1921,이영미,https://www.daarts.or.kr/handle/11080/16570
DIC,구술채록,유희경,柳喜卿,시각예술,디자인,1921,서명자,https://www.daarts.or.kr/handle/11080/16577
DIC,구술채록,윤대성,尹大星,공연예술,연극,1939,김숙현,https://www.daarts.or.kr/handle/11080/60986
DIC,구술채록,윤명로,尹明老,시각예술,회화,1936,권행가,https://www.daarts.or.kr/handle/11080/88505
DIC,구술채록,윤영자,尹英子,시각예술,조각,1924,김주원,https://www.daarts.or.kr/handle/11080/16586
DIC,구술채록,윤조병,尹朝炳,공연예술,연극,1938,김명화,https://www.daarts.or.kr/handle/11080/107296
DIC,구술채록,윤해중,尹海重,공연예술,음악,1929,이남재,https://www.daarts.or.kr/handle/11080/88431
DIC,구술채록,이강숙,李康淑,공연예술,음악,1936,민경찬,https://www.daarts.or.kr/handle/11080/49475
DIC,구술채록,이경성,李慶成,시각예술,미술이론,1919,이인범,https://www.daarts.or.kr/handle/11080/16592
DIC,구술채록,이광노,李光魯,시각예술,건축,1928,우동선,https://www.daarts.or.kr/handle/11080/16606
DIC,구술채록,이구열,李龜烈,시각예술,미술이론,1932,권행가,https://www.daarts.or.kr/handle/11080/88512
DIC,구술채록,이기형,李基炯,문학,문학,1917,김성수,https://www.daarts.or.kr/handle/11080/16616
DIC,구술채록,이길범,李吉範,시각예술,회화,1927,신수경,https://www.daarts.or.kr/handle/11080/16626
DIC,구술채록,이대원,李大源,시각예술,회화,1921,김주원,https://www.daarts.or.kr/handle/11080/16628
DIC,구술채록,이두현,李杜鉉,공연예술,연극,1924,박영정,https://www.daarts.or.kr/handle/11080/16635
DIC,구술채록,이명동,李命同,시각예술,사진,1920,최인진,https://www.daarts.or.kr/handle/11080/16649
DIC,구술채록,이미라,李美羅,공연예술,무용,1930,장지원,https://www.daarts.or.kr/handle/11080/21947
DIC,구술채록,이병복,李秉福,공연예술,연극,1927,김성희,https://www.daarts.or.kr/handle/11080/16658
DIC,구술채록,이상만,李相萬,공연예술,음악,1935,민경찬,https://www.daarts.or.kr/handle/11080/24131
DIC,구술채록,이상일,李相日,공연예술,무용,1933,이철진,https://www.daarts.or.kr/handle/11080/24993
DIC,구술채록,이선옥,李先玉,공연예술,무용,1943,이철진,https://www.daarts.or.kr/handle/11080/45189
DIC,구술채록,이성재,李誠載,공연예술,음악,1924,민경찬,https://www.daarts.or.kr/handle/11080/16663
DIC,구술채록,이숙자,李淑子,시각예술,회화,1942,김경연,https://www.daarts.or.kr/handle/11080/16673
DIC,구술채록,이순열,李盾烈,공연예술,무용,1935,이희나,https://www.daarts.or.kr/handle/11080/25039
DIC,구술채록,이신자,李信子,시각예술,공예,1931,최공호,https://www.daarts.or.kr/handle/11080/50023
DIC,구술채록,이영균,李英均,시각예술,시각기타,1953,권행가,https://www.daarts.or.kr/handle/11080/16677
DIC,구술채록,이영자,李英子,공연예술,음악,1931,한혜리 ,https://www.daarts.or.kr/handle/11080/60659
DIC,구술채록,이용일,李鎔一,공연예술,음악,1937,이남재,https://www.daarts.or.kr/handle/11080/107310
DIC,구술채록,이원경,李原庚,공연예술,연극,1916,백현미,https://www.daarts.or.kr/handle/11080/16678
DIC,구술채록,이은관,李殷官,공연예술,음악,1917,윤중강,https://www.daarts.or.kr/handle/11080/16687
DIC,구술채록,이인실,李仁實,시각예술,회화,1934,문정희,https://www.daarts.or.kr/handle/11080/16700
DIC,구술채록,이인영,李仁榮,공연예술,음악,1929,민경찬,https://www.daarts.or.kr/handle/11080/16701
DIC,구술채록,이정호, 李貞浩,문학,문학,1930,박선애,https://www.daarts.or.kr/handle/11080/16706
DIC,구술채록,이종덕,李種德,기타,기타,1935,이철진,https://www.daarts.or.kr/handle/11080/45194
DIC,구술채록,이종상,李鐘祥,시각예술,회화,1938,박계리,https://www.daarts.or.kr/handle/11080/16711
DIC,구술채록,이종인,李鍾仁,기타,기타,1934,홍기원,https://www.daarts.or.kr/handle/11080/73561
DIC,구술채록,이철우,李喆雨,공연예술,음악,1938,민경찬,https://www.daarts.or.kr/handle/11080/73576
DIC,구술채록,이형록,李亨祿,시각예술,사진,1917,박주석,https://www.daarts.or.kr/handle/11080/16715
DIC,구술채록,이형표,李亨杓,대중예술,대중예술,1922,이순진,https://www.daarts.or.kr/handle/11080/16725
DIC,구술채록,이혜구,李惠求,공연예술,음악,1909,이진원,https://www.daarts.or.kr/handle/11080/16732
DIC,구술채록,이호재,李豪宰,공연예술,연극,1941,서지영,https://www.daarts.or.kr/handle/11080/73664
DIC,구술채록,이효우,李孝友,시각예술,시각기타,1941,강민기,https://www.daarts.or.kr/handle/11080/16746
DIC,구술채록,임송희,林頌羲,시각예술,회화,1938,왕신연,https://www.daarts.or.kr/handle/11080/16749
DIC,구술채록,임영방,林英芳,시각예술,미술이론,1929,이영욱,https://www.daarts.or.kr/handle/11080/50010
DIC,구술채록,임영웅,林英雄,공연예술,연극,1934,서지영,https://www.daarts.or.kr/handle/11080/16751
DIC,구술채록,임윤수,林允洙,공연예술,음악,1917,조성보,https://www.daarts.or.kr/handle/11080/16755
DIC,구술채록,장기인,張起仁,시각예술,건축,1916,우동선,https://www.daarts.or.kr/handle/11080/16763
DIC,구술채록,장두건,張斗建,시각예술,회화,1918,채효영,https://www.daarts.or.kr/handle/11080/16772
DIC,구술채록,장리석,張利錫,시각예술,회화,1916,권행가,https://www.daarts.or.kr/handle/11080/16775
DIC,구술채록,장민호,張民虎,공연예술,연극,1924,이미원,https://www.daarts.or.kr/handle/11080/16780
DIC,구술채록,장상의,張相宜,시각예술,회화,1940,문정희,https://www.daarts.or.kr/handle/11080/16789
DIC,구술채록,전무송,全茂松,공연예술,연극,1941,서지영,https://www.daarts.or.kr/handle/11080/73669
DIC,구술채록,전상수,田相秀,시각예술,회화,1929,권행가,https://www.daarts.or.kr/handle/11080/16792
DIC,구술채록,전성우,全晟雨,시각예술,회화,1934,김현숙,https://www.daarts.or.kr/handle/11080/88434
DIC,구술채록,전세권,全世權,공연예술,연극,1939,김성희,https://www.daarts.or.kr/handle/11080/49485
DIC,구술채록,전영화,全榮華,시각예술,회화,1929,왕신연,https://www.daarts.or.kr/handle/11080/16797
DIC,구술채록,전혁림,全爀林,시각예술,회화,1916,김주원,https://www.daarts.or.kr/handle/11080/16799
DIC,구술채록,전황,全璜,공연예술,무용,1927,송혜진,https://www.daarts.or.kr/handle/11080/16808
DIC,구술채록,정두수,"鄭斗守, 본명 정두채(鄭杜采)",공연예술,음악,1937,이준희,https://www.daarts.or.kr/handle/11080/49503
DIC,구술채록,정명환,鄭明煥,문학,문학,1929,강지윤,https://www.daarts.or.kr/handle/11080/88444
DIC,구술채록,정범태,鄭範泰,시각예술,사진,1928,최해리,https://www.daarts.or.kr/handle/11080/88453
DIC,구술채록,정순영,鄭淳永,공연예술,무용,1928,최해리,https://www.daarts.or.kr/handle/11080/43586
DIC,구술채록,정승희,鄭承姬,공연예술,무용,1945,손선숙,https://www.daarts.or.kr/handle/11080/33895
DIC,구술채록,정양모,鄭良謨,시각예술,미술이론,1934,목수현,https://www.daarts.or.kr/handle/11080/26420
DIC,구술채록,정완영,鄭椀永,문학,문학,1919,이지엽,https://www.daarts.or.kr/handle/11080/16821
DIC,구술채록,정점식,鄭點植,시각예술,회화,1917,이중희,https://www.daarts.or.kr/handle/11080/16831
DIC,구술채록,정진숙,鄭鎭肅,문학,문학,1912,한홍구,https://www.daarts.or.kr/handle/11080/16841
DIC,구술채록,정진우,鄭鎭宇,공연예술,음악,1928,민경찬,https://www.daarts.or.kr/handle/11080/16851
DIC,구술채록,정철호,鄭哲鎬,공연예술,연극,1927,조영규,https://www.daarts.or.kr/handle/11080/16855
DIC,구술채록,정탁영,鄭晫永,시각예술,회화,1937,문정희,https://www.daarts.or.kr/handle/11080/16856
DIC,구술채록,제갈삼,諸葛森,공연예술,음악,1925,김원명,https://www.daarts.or.kr/handle/11080/16857
DIC,구술채록,조경희,趙敬姬,문학,문학,1918,전승주,https://www.daarts.or.kr/handle/11080/16867
DIC,구술채록,조광,"趙洸, 본명 조무(趙茂)",공연예술,무용,1929,안나용,https://www.daarts.or.kr/handle/11080/16876
